work_order_id,aircraft_id,primary_part_id,lead_technician_id,wo_type,status,open_date,close_date,planned_duration_days,actual_duration_days,delay_days,delay_reason,labour_hours,labour_cost_inr,parts_cost_inr,overhead_cost_inr,defect_code,ata_chapter,findings_summary,nrc_raised
WO001537,AC006,PT0020,TEC059,Line Maintenance,Closed,2023-03-13,2023-03-19,4,6,1.5,No Delay,59.3,153902.65,2149229.4,369697.91,DFT-40DG,60,Word our bag five quickly may hair hope seek lawyer.,False
WO001538,AC019,PT0025,TEC005,Component Overhaul,Closed,2023-09-10,2023-10-11,25,31,6.0,Engineering Query,490.7,1045047.92,2892200.77,506435.72,DFT-47DC,65,Energy easy imagine into yard trial trip although great.,True
WO001539,AC017,PT0177,TEC022,Unscheduled AOG,Closed,2022-06-18,2022-06-21,3,3,0.0,No Delay,13.9,47418.35,2172378.93,368905.8,DFT-09FF,30,Success early event billion heavy century human meet discuss require.,False
WO001540,AC030,PT0299,TEC035,Modification SB,Closed,2022-12-26,2023-01-09,9,14,5.0,Weather Hold,108.4,217086.16,703264.11,125469.89,DFT-01IH,58,None walk student culture citizen step which to wind student police.,False
WO001541,AC024,PT0055,TEC038,Component Overhaul,Closed,2024-12-02,2024-12-25,25,23,0.0,No Delay,199.8,511943.87,2855363.3,656503.05,DFT-25GE,60,Summer next organization degree political water step eight such safe well why.,False
WO001542,AC006,PT0234,TEC010,Line Maintenance,Closed,2024-06-05,2024-06-12,4,7,2.5,No Delay,45.5,126624.98,2529280.22,501039.89,DFT-58ED,44,From father boy trial college last table under rich evidence.,False
WO001543,AC018,PT0057,TEC054,Modification SB,Closed,2022-09-30,2022-10-09,9,9,0.0,No Delay,75.6,188945.15,4371084.1,673247.71,DFT-69BB,34,Follow pull machine dinner interesting television if American either interest.,True
WO001544,AC001,PT0002,TEC041,Component Overhaul,Deferred,2024-02-14,,25,40,15.0,Part AOG,621.3,2562920.86,1310778.28,692405.63,DFT-95FC,72,Economic black college born campaign us.,False
WO001545,AC031,PT0209,TEC011,Component Overhaul,In Progress,2024-04-17,,25,11,0.0,No Delay,132.7,592949.21,4022992.76,507887.76,DFT-17CI,32,Huge he issue interesting rather responsibility fast finally above able.,True
wo001546,AC018,PT0242,TEC021,Unscheduled AOG,Cancelled,2022-09-07,,3,2,0.0,No Delay,11.4,24916.16,748935.26,90926.71,DFT-87EE,75,Age town however military week hear one finish institution one draw until professor.,True
WO001547,AC039,PT0060,TEC015,Scheduled C-Check,Closed,2024-12-13,2025-02-09,40,58,18.0,No Delay,643.4,1674340.84,16431.24,184677.87,DFT-87IF,43,War number marriage item summer hear employee within if financial fund threat.,True
WO001548,AC010,PT0085,TEC050,Scheduled C-Check,Closed,2022-08-25,2022-09-15,40,21,0.0,No Delay,292.2,1272054.82,1578948.59,375957.38,DFT-16JJ,61,Manage bring tell appear party pretty anyone play until easy read pay receive.,True
WO001549,AC030,PT0269,TEC016,Line Maintenance,Closed,2022-01-16,2022-01-18,4,2,0.0,No Delay,23.3,100824.28,1803327.2,283599.58,DFT-34CA,21,Situation yard walk any road indicate.,True
WO001550,AC022,PT0065,TEC051,Scheduled A-Check,Closed,2022-02-05,2022-02-15,12,10,0.0,No Delay,52.3,134765.9,4334942.37,868563.66,DFT-45BG,68,Seek man artist natural ok it work.,True
WO001551,AC033,PT0285,TEC060,Unscheduled AOG,Closed,2023-06-22,2023-06-27,3,5,2.0,No Delay,44.6,134966.61,3666491.86,619184.62,DFT-51IB,59,Unit Democrat you go room in.,True
WO001552,AC036,PT0300,TEC050,Line Maintenance,Closed,2022-02-16,2022-02-22,4,6,1.5,No Delay,59.8,255008.86,3215952.29,683108.65,DFT-11IB,27,Prevent total check week field trial laugh foot key who example.,True
WO001553,AC037,PT0008,TEC021,Scheduled C-Check,Cancelled,2022-07-19,,40,59,19.0,No Delay,749.6,2803921.06,1260399.24,779419.71,DFT-19FB,72,Forget agent cell blood charge again author country occur.,False
WO001554,AC001,PT0215,TEC039,Unscheduled AOG,Closed,2023-10-24,2023-10-27,3,3,0.0,No Delay,33.3,87457.95,3843097.66,607165.21,DFT-39IB,47,Trade left develop position case local.,True
WO001555,AC030,PT0124,TEC015,Unscheduled AOG,Closed,2023-09-03,2023-09-08,3,5,2.0,No Delay,56.5,184568.5,"₹83,715.67",28617.27,DFT-90HJ,48,Usually east president look investment my serve happy space author top about.,False
WO001556,AC020,PT0283,TEC004,Line Maintenance,Closed,2024-01-31,2024-02-02,4,2,0.0,No Delay,17.6,38518.21,2077728.72,407683.01,DFT-71IJ,28,Soon but month than effect interesting need could agree indicate talk.,False
WO001557,AC019,PT0138,TEC020,Modification SB,Closed,2023-03-27,2023-04-07,9,11,2.0,No Delay,81.0,250537.75,1998356.66,362922.22,DFT-83AH,49,Although protect than simple own thus probably.,False
WO001558,AC033,PT0003,TEC050,Unscheduled AOG,Cancelled,2023-01-05,,3,1,0.0,No Delay,10.4,37682.76,1209537.55,142287.71,DFT-46FD,22,Cause contain low vote third already worker challenge her.,False
WO001559,AC035,PT0174,TEC021,Line Maintenance,Deferred,2022-06-13,,4,3,0.0,No Delay,23.1,86495.52,1716619.98,350218.55,DFT-22GB,49,Community wall good lay me meet lose company drive pressure.,False
WO001560,AC014,PT0114,TEC043,Line Maintenance,Closed,2022-02-28,2022-03-08,4,8,3.5,Manpower Shortage,86.1,243045.13,819136.15,123695.49,DFT-48EH,29,Him water identify boy line end reflect simple.,False
WO001561,AC018,PT0011,TEC059,Unscheduled AOG,Closed,2023-08-20,2023-08-22,3,2,0.0,No Delay,28.4,75823.11,2693723.56,501407.08,DFT-07AH,73,Top technology do debate kind service.,True
WO001562,AC020,PT0045,TEC027,Line Maintenance,Closed,2024-06-10,2024-06-12,4,2,0.0,No Delay,18.6,38462.26,1484499.02,176202.71,DFT-25JF,49,Window administration phone cup learn about hope increase administration claim worry it condition.,True
WO001563,AC026,PT0114,TEC009,Unscheduled AOG,Deferred,2022-09-02,,3,2,0.0,No Delay,22.2,93896.84,1918424.18,243473.95,DFT-61BE,72,Movement six energy reflect kid community home husband north bank.,False
wo001564,AC010,PT0024,TEC027,Scheduled C-Check,Closed,2022-03-09,2022-04-12,40,34,0.0,No Delay,375.2,1181993.13,1517331.06,480543.15,DFT-79GC,26,Boy although alone officer whatever against financial relate list close manager stuff.,True
WO001565,AC002,PT0095,TEC046,Component Overhaul,Closed,2022-08-06,2022-09-05,25,30,5.0,Part AOG,207.7,583411.41,1136207.69,275860.49,DFT-94BB,57,People piece may democratic area garden since power possible fall adult case hot.,False
WO001566,AC024,PT0182,TEC039,Scheduled A-Check,Closed,2024-05-31,2024-06-08,12,8,0.0,No Delay,49.7,135153.31,3580555.03,623129.97,DFT-08DE,39,Wish peace might fast suddenly likely office.,True
WO001567,AC015,PT0043,TEC025,Component Overhaul,In Progress,2024-07-09,,25,35,10.0,Awaiting Inspection Sign-off,517.4,1248301.04,1435416.8,477604.1,DFT-84CC,61,Positive left finish group end cell own support defense energy Democrat seat understand.,False
wo001568,AC008,PT0152,TEC049,Component Overhaul,Cancelled,2024-08-11,,25,12,0.0,No Delay,89.0,250755.73,2211049.81,317065.75,DFT-94AG,42,Make bring site while minute common adult tonight these democratic theory place high.,True
WO001569,AC031,PT0215,TEC005,Scheduled A-Check,Deferred,2022-08-02,,12,13,1.0,No Delay,203.9,602596.3,"₹2,109,393.66",387275.18,DFT-40BF,28,Feel current network public performance reach film protect.,True
WO001570,AC010,PT0068,TEC016,Component Overhaul,Closed,2022-11-24,2022-12-30,25,36,11.0,Part AOG,446.5,1190865.01,"₹2,741,725.49",553228.75,DFT-88HG,24,Feeling very purpose management ready author son situation market anything writer relate politics.,True
WO001571,AC032,PT0064,TEC035,Line Maintenance,Deferred,2024-03-11,,4,8,3.5,Awaiting Inspection Sign-off,34.3,120010.17,2394338.6,358942.9,DFT-55DH,42,Add charge effect other task size fast.,True
WO001572,AC010,PT0160,TEC013,Scheduled C-Check,Closed,2022-05-27,2022-07-26,40,60,20.0,Engineering Query,612.1,1571937.98,2568017.47,585424.92,DFT-07FF,21,Old himself system teacher staff form.,True
WO001573,AC016,PT0038,TEC014,Modification SB,Closed,2022-03-01,2022-03-11,9,10,1.0,No Delay,139.6,542604.91,1235834.12,311643.25,DFT-64HD,29,Would now record toward expert face population indicate.,False
WO001574,AC017,PT0053,TEC032,Unscheduled AOG,In Progress,2024-06-14,,3,5,2.0,No Delay,71.1,200926.57,1051371.97,246815.37,DFT-71HC,62,Phone best science gun between so scene focus ago of stop item rock.,True
WO001575,AC018,PT0016,TEC053,Line Maintenance,Closed,2024-10-14,2024-10-16,4,2,0.0,No Delay,29.2,79430.82,"₹1,059,443.46",173540.85,DFT-71BG,44,Eye write peace maybe collection teacher these explain hospital guess science answer consider.,False
WO001576,AC010,PT0250,TEC012,Modification SB,Closed,2022-12-02,2022-12-11,9,9,0.0,No Delay,67.6,200361.19,4330335.23,850332.14,DFT-38CB,37,Quality issue story do fire ago scene wind sell policy animal.,False
WO001577,AC027,PT0134,TEC034,Scheduled C-Check,Cancelled,2023-12-09,,40,35,0.0,No Delay,345.4,1399885.97,3366479.69,626307.77,DFT-51GA,48,Fly population school small stand their government.,False
WO001578,AC009,PT0162,TEC001,Scheduled C-Check,Closed,2024-05-22,2024-06-28,40,37,0.0,No Delay,509.5,1711890.48,"₹3,543,707.40",962016.68,DFT-12JI,46,Parent nice out tonight role she open state people imagine return town show.,True
WO001579,AC029,PT0214,TEC046,Unscheduled AOG,Closed,2024-05-07,2024-05-12,3,5,2.0,No Delay,75.7,311779.56,723542.7,173123.26,DFT-90GE,51,Majority according best she place act response perform growth rate.,True
WO001580,AC009,PT0295,TEC008,Modification SB,Closed,2023-04-19,2023-05-03,9,14,5.0,Part AOG,59.7,178520.56,3890354.57,511620.62,DFT-74AH,39,Thank unit sure treat pick wrong school green model apply.,False
WO001581,AC001,PT0147,TEC059,Scheduled A-Check,Closed,2024-01-31,2024-02-08,12,8,0.0,No Delay,107.6,278717.36,2472204.21,426421.42,DFT-65GH,42,Spend common under senior seat measure forget career do he.,False
WO001582,AC034,PT0069,TEC006,Scheduled C-Check,Closed,2024-08-07,2024-09-03,40,27,0.0,No Delay,387.9,1003314.26,3280641.86,625010.12,DFT-45GH,38,Care buy language second rest seek growth physical eat college structure.,False
WO001583,AC026,PT0250,TEC026,Scheduled C-Check,Closed,2022-10-22,2022-12-09,40,48,8.0,Part AOG,563.6,2354858.04,3470143.42,1122166.04,DFT-59IA,69,Something subject role fight process cup.,False
WO001584,AC001,PT0058,TEC005,Line Maintenance,Closed,2022-01-25,2022-02-01,4,7,2.5,No Delay,80.9,292165.2,4245024.79,809354.53,DFT-92FD,28,Worker management compare issue quality lead tough past him attack challenge painting.,True
WO001585,AC014,PT0105,TEC049,Scheduled A-Check,Deferred,2022-02-25,,12,16,4.0,No Delay,163.5,516517.01,1349424.63,258936.4,DFT-46AJ,33,Show matter federal reveal direction bill across give prove plant ten.,False
WO001586,AC006,PT0106,TEC025,Modification SB,In Progress,2024-07-13,,9,9,0.0,No Delay,38.5,151418.79,840264.21,196086.8,DFT-45AB,20,Character into popular suggest act after risk far.,False
WO001587,AC004,PT0059,TEC056,Component Overhaul,Closed,2023-06-03,2023-07-11,25,38,13.0,No Delay,350.3,1496884.2,674073.13,339166.77,DFT-22AE,32,Create its reveal why ground education program.,True
WO001588,AC001,PT0040,TEC007,Component Overhaul,Closed,2023-06-20,2023-07-24,25,34,9.0,Manpower Shortage,489.8,2082561.66,4653337.0,925647.48,DFT-85BD,77,Out cover front then risk ever method generation position law social while.,False
WO001589,AC014,PT0269,TEC047,Line Maintenance,Closed,2023-08-21,2023-08-29,4,8,3.5,Part AOG,65.1,275308.01,3579822.06,730384.02,DFT-87IG,52,Wish new common information time respond need know him fine ball international.,True
WO001590,AC005,PT0110,TEC054,Unscheduled AOG,Deferred,2023-08-09,,3,1,0.0,No Delay,4.7,9239.62,1217531.52,165438.79,DFT-03AJ,41,Never head in buy prevent administration film religious win direction music our.,True
wo001591,AC003,PT0007,TEC007,Modification SB,Deferred,2024-12-05,,9,4,0.0,No Delay,29.2,103469.06,2391785.96,363828.51,DFT-06JB,79,Need technology fire smile modern eight old attention coach test oil serious develop.,False
WO001592,AC039,PT0020,TEC010,Unscheduled AOG,Closed,2024-11-23,2024-11-26,3,3,0.0,No Delay,28.1,87533.11,"₹4,080,052.33",645523.5,DFT-85FD,76,Executive piece everyone run only statement rate well great check war red.,False
WO001593,AC034,PT0217,TEC008,Line Maintenance,In Progress,2022-07-30,,4,4,0.0,No Delay,39.2,81443.6,476110.03,76151.44,DFT-38JE,25,Beautiful gas body suffer create care two special want former lose.,False
WO001594,AC022,PT0275,TEC014,Line Maintenance,Closed,2024-02-29,2024-03-04,4,4,0.0,No Delay,47.9,106890.99,337707.7,83130.4,DFT-80AE,43,Play blue wind wife draw positive against prove under surface may.,True
WO001595,AC016,PT0127,TEC038,Unscheduled AOG,Deferred,2023-06-08,,3,5,2.0,No Delay,24.0,65735.98,1642473.77,291350.42,DFT-54FG,61,Development activity city true factor character road question anyone.,True
wo001596,AC022,PT0277,TEC053,Scheduled C-Check,Closed,2023-08-02,2023-09-16,40,45,5.0,Weather Hold,536.1,1101424.81,4528053.48,957235.97,DFT-45JE,37,Example society will their particular hand.,False
WO001597,AC011,PT0237,TEC012,Component Overhaul,Closed,2024-05-26,2024-06-24,25,29,4.0,Awaiting Inspection Sign-off,418.4,757978.15,4376111.32,617319.72,DFT-85CB,50,Song product another garden beat trade middle tax leave base dinner performance usually door.,False
WO001598,AC009,PT0266,TEC024,Component Overhaul,In Progress,2024-05-30,,25,35,10.0,Engineering Query,411.9,1025064.6,357465.53,189541.47,DFT-43HH,80,Smile use enough bad to doctor wall never its whether safe.,False
WO001599,AC031,PT0065,TEC057,Scheduled A-Check,Closed,2024-05-23,2024-05-29,12,6,0.0,No Delay,81.9,250713.3,960312.66,231943.71,DFT-01BB,66,Catch assume generation tree these fight.,True
WO001600,AC033,PT0150,TEC009,Scheduled C-Check,In Progress,2024-07-24,,40,30,0.0,No Delay,462.0,1821234.94,2351022.12,801012.38,DFT-47JC,40,Trade response sea manage record card.,True
WO001601,AC010,PT0143,TEC010,Modification SB,In Progress,2024-09-11,,9,9,0.0,No Delay,57.4,224240.47,316777.8,78046.5,DFT-83BE,32,Pm writer produce writer thus shoulder keep series think then.,False
WO001602,AC040,PT0219,TEC060,Line Maintenance,Closed,2023-08-18,2023-08-19,4,1,0.0,No Delay,8.2,29342.44,4245343.78,723165.58,DFT-42EC,27,Already individual expect fish media view weight.,False
WO001603,AC025,PT0269,TEC055,Line Maintenance,Closed,2022-08-10,2022-08-17,4,7,2.5,No Delay,57.4,165119.97,"₹3,850,629.53",564903.37,DFT-07AI,35,Father again hair wife suffer left later character television could.,True
WO001604,AC025,PT0187,TEC013,Unscheduled AOG,Closed,2023-08-12,2023-08-13,3,1,0.0,No Delay,11.4,31805.35,815769.63,154607.85,DFT-25AH,69,Bar address past identify however hundred stuff.,False
wo001605,AC002,PT0186,TEC045,Modification SB,Closed,2023-02-15,2023-02-20,9,5,0.0,No Delay,70.3,236526.43,3803592.87,502541.25,DFT-36EG,38,Week eye too structure true recent since.,False
wo001606,AC007,PT0023,TEC005,Line Maintenance,Closed,2023-05-14,2023-05-16,4,2,0.0,No Delay,16.0,62867.12,2937851.76,324862.64,DFT-07IA,45,Next safe question experience charge mention challenge rest world new.,True
WO001607,AC022,PT0234,TEC056,Scheduled A-Check,Closed,2024-05-08,2024-05-22,12,14,2.0,No Delay,61.5,177340.13,2807019.99,512643.77,DFT-57CC,55,Spend American mother chance crime week.,True
WO001608,AC026,PT0242,TEC037,Unscheduled AOG,Closed,2023-03-28,2023-04-02,3,5,2.0,No Delay,50.0,117947.16,2465063.07,281356.67,DFT-48AF,25,Away best cup onto you guess specific information few cup cost service.,False
WO001609,AC014,PT0047,TEC032,Scheduled C-Check,Deferred,2024-02-27,,40,52,12.0,Part AOG,784.7,3499266.23,1942819.69,698563.11,DFT-36JC,64,Full amount building buy buy however security yes less picture mission.,True
WO001610,AC011,PT0256,TEC043,Line Maintenance,Closed,2024-04-14,2024-04-17,4,3,0.0,No Delay,40.0,87334.6,1970298.49,274297.43,DFT-37GE,28,Language poor history send best most feel.,False
wo001611,AC020,PT0194,TEC051,Scheduled A-Check,Cancelled,2022-01-06,,12,6,0.0,No Delay,73.6,278467.15,3292566.57,364527.95,DFT-43BH,21,Question conference understand per real yeah very meeting military ago unit.,False
WO001612,AC013,PT0030,TEC057,Component Overhaul,Closed,2022-06-26,2022-07-23,25,27,2.0,No Delay,356.1,910002.54,4121268.55,752430.25,DFT-07EG,61,Health police fund base full though site alone.,True
WO001613,AC004,PT0020,TEC038,Unscheduled AOG,Closed,2023-04-26,2023-04-28,3,2,0.0,No Delay,17.2,64060.96,"₹4,164,703.91",507778.43,DFT-34FG,23,Firm young such single check rise life safe true nothing.,True
wo001614,AC034,PT0119,TEC022,Component Overhaul,Closed,2022-05-16,2022-06-11,25,26,1.0,No Delay,139.6,252618.63,4703156.94,918606.48,DFT-45BI,64,Other number clear attack window industry many.,False
WO001615,AC015,PT0228,TEC027,Unscheduled AOG,In Progress,2022-05-13,,3,5,2.0,No Delay,65.4,228081.32,"₹262,356.05",85316.24,DFT-91EJ,47,Hear conference indeed small hour music issue several.,True
WO001616,AC028,PT0267,TEC005,Line Maintenance,Closed,2023-05-12,2023-05-15,4,3,0.0,No Delay,31.2,110300.81,2564106.25,484274.81,DFT-33BH,42,Likely contain young even because identify read cut build eight sell real year.,False
WO001617,AC003,PT0179,TEC044,Modification SB,Closed,2024-07-28,2024-08-12,9,15,6.0,Part AOG,142.4,257760.22,"₹1,743,938.17",343853.3,DFT-32BC,55,Common three music important consider enter paper course onto country inside never score.,True
WO001618,AC036,PT0300,TEC008,Scheduled A-Check,Cancelled,2023-05-16,,12,15,3.0,No Delay,137.9,594437.97,3027254.81,586255.68,DFT-84EI,67,Bank within indeed also various player class side event foot fast.,False
WO001619,AC026,PT0249,TEC028,Modification SB,Closed,2022-10-14,2022-10-26,9,12,3.0,No Delay,81.5,366463.54,"₹3,669,898.22",547321.88,DFT-52IC,50,Report ahead sense collection that allow none.,True
WO001620,AC028,PT0279,TEC034,Line Maintenance,Closed,2024-11-08,2024-11-15,4,7,2.5,No Delay,101.1,216173.66,2658544.16,520465.18,DFT-80IH,77,Part resource over case your start.,False
WO001621,AC028,PT0222,TEC028,Scheduled A-Check,Deferred,2022-02-20,,12,16,4.0,Awaiting Inspection Sign-off,140.1,545693.63,3203002.66,547268.51,DFT-31FE,48,Stage present with relationship second actually arm nation source.,True
WO001622,AC035,PT0001,TEC030,Line Maintenance,Deferred,2023-02-03,,4,7,2.5,No Delay,35.2,100917.29,4086944.08,489564.38,DFT-77BG,38,Born benefit case read author sister fire.,True
WO001623,AC032,PT0195,TEC019,Component Overhaul,In Progress,2023-10-14,,25,13,0.0,No Delay,73.2,199233.98,2388339.75,379041.56,DFT-23IF,21,Late win return child sell professor charge.,True
WO001624,AC007,PT0199,TEC022,Modification SB,In Progress,2024-01-27,,9,3,0.0,No Delay,23.4,100515.86,4593095.52,911119.33,DFT-39JH,50,Material however strong stuff assume leave.,True
WO001625,AC020,PT0270,TEC028,Scheduled C-Check,In Progress,2022-05-24,,40,42,2.0,No Delay,605.2,1662775.47,473134.66,327408.72,DFT-82EB,22,Just purpose pattern kid teach build police budget such training against name.,True
WO001626,AC032,PT0179,TEC041,Scheduled A-Check,Closed,2024-01-10,2024-01-27,12,17,5.0,Manpower Shortage,191.1,479107.52,2975885.58,566134.11,DFT-32GD,49,Young analysis air that his civil sea specific.,True
WO001627,AC033,PT0201,TEC054,Modification SB,Closed,2023-04-23,2023-05-08,9,15,6.0,Part AOG,85.4,198954.48,626221.04,142845.01,DFT-73EC,60,Pretty image life buy foot never whatever ground husband race school possible relate.,True
WO001628,AC015,PT0097,TEC027,Unscheduled AOG,Closed,2024-10-07,2024-10-12,3,5,2.0,No Delay,65.3,121587.68,3311222.53,549499.11,DFT-56BE,58,Effect themselves task accept miss human be really middle large memory why.,True
wo001629,AC009,PT0134,TEC051,Modification SB,In Progress,2022-09-01,,9,3,0.0,No Delay,25.8,108189.1,78064.01,36360.81,DFT-48BB,31,Important check prove soon knowledge charge success.,False
wo001630,AC021,PT0254,TEC057,Scheduled C-Check,Closed,2024-05-17,2024-07-12,40,56,16.0,Manpower Shortage,527.2,1289472.5,4726501.61,1043637.37,DFT-37HI,70,White side art of security door model part I.,True
WO001631,AC032,PT0107,TEC024,Unscheduled AOG,Closed,2023-07-22,2023-07-27,3,5,2.0,No Delay,42.0,121867.97,"₹3,887,094.23",599755.9,DFT-84HF,61,Pattern boy result style prepare bill newspaper either ok four.,False
WO001632,AC027,PT0182,TEC060,Unscheduled AOG,Closed,2023-06-03,2023-06-06,3,3,0.0,No Delay,23.9,47252.1,1910277.95,279757.94,DFT-73EJ,75,Almost talk support hospital poor ok.,True
WO001633,AC011,PT0214,TEC054,Component Overhaul,Closed,2023-07-03,2023-08-07,25,35,10.0,No Delay,264.6,1005957.66,1150918.07,418386.16,DFT-47EB,51,Partner watch prove current check two red.,True
WO001634,AC031,PT0003,TEC060,Line Maintenance,Cancelled,2024-06-08,,4,5,0.5,No Delay,51.1,125139.38,156199.69,46786.56,DFT-43FJ,52,Individual meeting phone toward family game claim spend question quickly long assume this.,False
WO001635,AC028,PT0173,TEC056,Scheduled C-Check,Cancelled,2023-05-15,,40,46,6.0,Weather Hold,609.8,2102118.94,1100030.89,585711.87,DFT-05EH,54,Coach as late stuff commercial blood.,True
WO001636,AC026,PT0238,TEC011,Scheduled A-Check,Cancelled,2023-12-31,,12,17,5.0,Engineering Query,229.3,610314.88,"₹307,271.19",183014.94,DFT-74EC,66,Unit travel someone firm health table near tend wife order.,True
WO001637,AC015,PT0251,TEC059,Line Maintenance,Closed,2022-04-15,2022-04-20,4,5,0.5,No Delay,30.3,135189.25,"₹3,021,507.01",377588.55,DFT-61DD,29,Nearly ready couple defense condition traditional computer look too every too yes.,False
WO001638,AC022,PT0287,TEC023,Modification SB,Cancelled,2023-07-07,,9,8,0.0,No Delay,96.0,424092.79,"₹33,888.02",71547.05,DFT-92DB,27,Heavy may him certain but note particularly.,False
WO001639,AC014,PT0176,TEC015,Modification SB,Closed,2022-03-20,2022-04-03,9,14,5.0,Engineering Query,173.1,313854.02,4962361.27,539841.05,DFT-80AF,76,Question animal happen fish friend two.,True
WO001640,AC022,PT0097,TEC006,Line Maintenance,In Progress,2022-10-13,,4,5,0.5,No Delay,66.3,242259.82,3425886.15,669203.41,DFT-36FJ,71,Person white report image any themselves might about cause themselves argue when.,True
WO001641,AC017,PT0077,TEC036,Scheduled C-Check,Closed,2022-08-17,2022-09-28,40,42,2.0,No Delay,458.4,1165198.85,4345996.94,772176.4,DFT-84FH,47,Establish forget big sense onto choose blue customer thought through Mr military.,False
WO001642,AC023,PT0150,TEC022,Modification SB,Closed,2023-01-11,2023-01-15,9,4,0.0,No Delay,49.2,158111.38,2484591.82,403945.04,DFT-07JE,25,Professor senior eat over environmental sign tonight.,False
WO001643,AC020,PT0177,TEC054,Scheduled A-Check,Cancelled,2024-06-02,,12,15,3.0,No Delay,208.3,726901.6,"₹2,927,155.58",483862.55,DFT-81JH,42,Mouth number public front similar election seat.,False
WO001644,AC016,PT0227,TEC017,Modification SB,Closed,2023-03-27,2023-04-10,9,14,5.0,Awaiting Inspection Sign-off,61.3,236933.43,687205.15,109646.92,DFT-32CA,44,Air treatment push prepare result lot voice none.,True
WO001645,AC028,PT0132,TEC057,Scheduled A-Check,Deferred,2022-10-15,,12,11,0.0,No Delay,153.6,431814.12,2121660.27,439686.25,DFT-83JI,26,Four audience performance month future grow near student.,True
WO001646,AC004,PT0218,TEC037,Scheduled A-Check,In Progress,2024-05-18,,12,10,0.0,No Delay,103.1,327872.72,3919845.2,612552.97,DFT-87HE,34,Fish all like speak across local way form last exist.,True
WO001647,AC022,PT0017,TEC046,Scheduled C-Check,Closed,2024-06-02,2024-07-07,40,35,0.0,No Delay,527.6,1801133.96,4749603.68,940572.33,DFT-58GI,41,Manager while decade debate direction environment hold support under.,True
WO001648,AC015,PT0272,TEC059,Modification SB,Deferred,2022-09-14,,9,14,5.0,Manpower Shortage,126.4,305183.05,4021106.79,842606.74,DFT-42BG,55,Trade face live own road spring whom decade TV money begin.,True
WO001649,AC020,PT0188,TEC003,Component Overhaul,Closed,2023-09-24,2023-10-31,25,37,12.0,No Delay,563.5,2014760.93,3254562.33,557064.59,DFT-64AJ,74,Our miss young carry piece meet recognize support defense those.,True
WO001650,AC040,PT0033,TEC008,Modification SB,Closed,2022-12-26,2022-12-30,9,4,0.0,No Delay,27.8,59986.55,1815441.33,257137.19,DFT-90AF,65,Responsibility use image enjoy most value director class respond.,False
WO001651,AC028,PT0191,TEC015,Component Overhaul,Closed,2023-08-23,2023-09-25,25,33,8.0,Awaiting Inspection Sign-off,245.0,612170.27,4477547.6,774317.76,DFT-81JF,78,Argue at each watch pick performance common.,True
wo001652,AC010,PT0300,TEC008,Modification SB,Deferred,2022-03-20,,9,5,0.0,No Delay,59.9,202473.41,2423384.2,440672.39,DFT-57BE,80,And business right now seek sometimes short new ball indeed him.,False
WO001653,AC040,PT0043,TEC048,Line Maintenance,Cancelled,2022-09-17,,4,6,1.5,No Delay,82.2,349859.26,1076011.05,165646.73,DFT-63HG,23,Suggest rate task team network identify site live always among thought.,False
WO001654,AC030,PT0223,TEC050,Component Overhaul,Closed,2023-04-14,2023-04-29,25,15,0.0,No Delay,77.6,254904.46,1991380.35,426769.99,DFT-04DG,50,Phone hope represent training work one.,True
WO001655,AC040,PT0042,TEC024,Unscheduled AOG,Closed,2022-02-25,2022-03-02,3,5,2.0,No Delay,50.8,153329.46,14884.33,27645.42,DFT-58EG,75,Shake military military truth work wish leader method cost senior speak section spring.,True
WO001656,AC034,PT0125,TEC036,Unscheduled AOG,Closed,2022-04-26,2022-04-29,3,3,0.0,No Delay,13.8,54978.29,896132.3,107564.15,DFT-18IH,51,Win hot yard hear sometimes identify pressure people drive.,True
WO001657,AC004,PT0140,TEC001,Modification SB,Closed,2023-03-13,2023-03-26,9,13,4.0,Awaiting Inspection Sign-off,106.0,206624.06,2976282.22,478390.47,DFT-72HI,58,Land network reason forget despite summer woman while nearly lead.,True
WO001658,AC033,PT0050,TEC003,Line Maintenance,Deferred,2023-07-14,,4,8,3.5,No Delay,97.2,253061.47,353348.95,103755.81,DFT-59CE,24,Today to compare just song personal across focus piece weight.,True
WO001659,AC020,PT0082,TEC010,Line Maintenance,Closed,2022-09-28,2022-09-30,4,2,0.0,No Delay,9.2,35198.51,509642.16,67809.08,DFT-07FD,20,Government herself share window follow data voice produce old rate.,True
WO001660,AC005,PT0199,TEC034,Component Overhaul,Deferred,2023-04-27,,25,27,2.0,No Delay,162.8,642971.18,877324.98,269236.58,DFT-23GD,27,Thus ability approach might nor risk teach recently paper represent various.,False
WO001661,AC016,PT0195,TEC039,Line Maintenance,Cancelled,2023-04-01,,4,1,0.0,No Delay,6.9,22952.29,3341146.42,365325.54,DFT-37IH,20,Clearly base option long try mind prove how room personal.,False
WO001662,AC007,PT0026,TEC031,Component Overhaul,Deferred,2024-11-11,,25,19,0.0,No Delay,223.7,661415.76,929094.37,165849.13,DFT-61EA,78,News at table certainly new fact somebody lead.,True
WO001663,AC021,PT0054,TEC012,Scheduled A-Check,Closed,2024-07-24,2024-08-02,12,9,0.0,No Delay,65.1,181368.37,3973442.48,745562.47,DFT-63AB,33,Ok official north back finish prepare.,False
